"","movie_title","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes","id","imdbID","spanishTitle","imdbPictureURL","year","rtID","rtAllCriticsRating","rtAllCriticsNumReviews","rtAllCriticsNumFresh","rtAllCriticsNumRotten","rtAllCriticsScore","rtTopCriticsRating","rtTopCriticsNumReviews","rtTopCriticsNumFresh","rtTopCriticsNumRotten","rtTopCriticsScore","rtAudienceRating","rtAudienceNumRatings","rtAudienceScore","rtPictureURL"
"38","88 Minutes","Color","Jon Avnet",158,108,50,494,"Alicia Witt",14000,16930884,"Crime|Drama|Mystery|Thriller","Al Pacino",65628,16722,"Deborah Kara Unger",1,"death|fbi|forensics|murder|serial killer","http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1",262,"English","USA","R",3e+07,2007,975,5.9,2.35,0,53207,411061,"88 Minutes","http://ia.media-imdb.com/images/M/MV5BMTY3MTI3MjQ4MF5BMl5BanBnXkFtZTcwODM4MzQ4MQ@@._V1._SY314_CR15,0,214,314_.jpg",2007,"88_minutes","2.6","120","6","114","5","2.7","29","1","28","3","3.2","37899","51","http://content9.flixster.com/movie/10/88/61/10886183_det.jpg"
"39","8MM","Color","Joel Schumacher",138,123,541,173,"Chris Bauer",12000,36283504,"Mystery|Thriller","Nicolas Cage",104564,12970,"Anthony Heald",1,"investigation|obsession|private eye|private investigator|snuff film","http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1",587,"English","Germany","R",4e+07,1999,638,6.5,2.35,0,2505,134273,"Asesinato en 8mm.","http://ia.media-imdb.com/images/M/MV5BMTcxNjA4MDMxNV5BMl5BanBnXkFtZTcwMjUzNDIyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1999,"8mm","4.2","78","17","61","21","3.1","21","2","19","9","3","14973","56","http://content6.flixster.com/movie/27/13/271392_det.jpg"
"40","A Beautiful Mind","Color","Ron Howard",205,135,2000,535,"Austin Pendleton",1000,170708996,"Biography|Drama","Adam Goldberg",610568,2827,"Judd Hirsch",0,"conspiracy|cryptography|mathematician|mental illness|nobel prize","http://www.imdb.com/title/tt0268978/?ref_=fn_tt_tt_1",1171,"English","USA","PG-13",5.8e+07,2001,592,8.2,1.85,29000,3912,268978,"Una mente maravillosa","http://ia.media-imdb.com/images/M/MV5BMTQ4MDI2MzkwMl5BMl5BanBnXkFtZTYwMjk0NTA5._V1._SX214_CR0,0,214,314_.jpg",2001,"beautiful_mind","7.1","180","140","40","77","7.2","37","30","7","81","3.9","103150","91","http://content9.flixster.com/movie/10/93/45/10934587_det.jpg"
"41","A Bridge Too Far"," Black and White","Richard Attenborough",56,175,0,14,"Dirk Bogarde",385,50800000,"Drama|History|War","Ryan O'Neal",40277,669,"Wolfgang Preiss",14,"airborne troops|allies|operation market garden|panzer|paratrooper","http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1",210,"English","USA","PG",2.6e+07,1977,232,7.4,2.35,0,7980,75784,"Un puente lejano","http://ia.media-imdb.com/images/M/MV5BMjAzNTE1MjMzMl5BMl5BanBnXkFtZTcwOTA5NjEzMQ@@._V1._SY314_CR5,0,214,314_.jpg",1977,"bridge_too_far","6.6","12","8","4","66","0","0","0","0","0","0","0","0","http://content6.flixster.com/movie/25/70/257012_det.jpg"
"42","A Bug's Life","Color","John Lasseter",117,95,487,1000,"Madeline Kahn",18000,162792677,"Adventure|Animation|Comedy|Family|Fantasy","Kevin Spacey",211226,24205,"John Ratzenberger",0,"ant|circus|grasshopper|misunderstanding|overhearing","http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1",317,"English","USA","G",1.2e+08,1998,1000,7.2,2.35,0,2355,120623,"Bichos","http://ia.media-imdb.com/images/M/MV5BMTI5NTc1NjU2NF5BMl5BanBnXkFtZTcwNzkyNDAyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1998,"bugs_life","7.9","80","73","7","91","7.5","18","17","1","94","3.3","64405","61","http://content9.flixster.com/movie/10/93/89/10938947_det.jpg"
"43","A Charlie Brown Christmas","Color","Bill Melendez",43,25,36,27,"Bill Melendez",39,NA,"Animation|Comedy|Family","Peter Robbins",21826,139,"Christopher Shea",0,"christmas|christmas tree|commercialism|meaning of christmas|tree","http://www.imdb.com/title/tt0059026/?ref_=fn_tt_tt_1",126,"English","USA","TV-G",150000,1965,36,8.4,1.33,0,26133,59026,"A Charlie Brown Christmas","http://ia.media-imdb.com/images/M/MV5BMTU1NjQ2ODQ4Nl5BMl5BanBnXkFtZTcwNTAyNDU5MQ@@._V1._SY314_CR27,0,214,314_.jpg",1965,"charlie_brown_christmas","8.5","12","11","1","91","0","0","0","0","0","0","0","0","http://content9.flixster.com/movie/29/05/290503_det.jpg"
"44","A Christmas Carol","Color","Robert Zemeckis",240,96,0,10000,"Colin Firth",18000,137850096,"Animation|Drama|Family|Fantasy","Robin Wright",72809,48878,"Gary Oldman",0,"charles dickens|christmas|christmas eve|ghost|scrooge","http://www.imdb.com/title/tt1067106/?ref_=fn_tt_tt_1",249,"English","USA","PG",2e+08,2009,14000,6.8,2.35,0,1099,87056,"Cuentos de Navidad","http://ia.media-imdb.com/images/M/MV5BMTczNjM5ODU1Nl5BMl5BanBnXkFtZTcwNzc0NjcyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1984,"christmas_carol_1984miracle_on_34th_street_1994_2pack","0","0","0","0","0","0","0","0","0","0","0","0","0","http://content9.flixster.com/movie/10/99/61/10996135_det.jpg"
"45","A Christmas Story","Color","Bob Clark",109,94,84,378,"Darren McGavin",662,NA,"Comedy|Family","Zack Ward",104908,2076,"Scott Schwartz",0,"bb gun|boy|bully|christmas|tongue stuck on a pole","http://www.imdb.com/title/tt0085334/?ref_=fn_tt_tt_1",458,"English","USA","PG",4e+06,1983,577,8.1,1.85,18000,2804,85334,"Historias de Navidad","http://ia.media-imdb.com/images/M/MV5BMjEwMzI0NjY5NF5BMl5BanBnXkFtZTcwMzYyMjAwMg@@._V1._SY314_CR35,0,214,314_.jpg",1983,"1004151-christmas_story","8.3","43","38","5","88","0","3","2","1","66","3.7","23109","82","http://content6.flixster.com/movie/10/93/70/10937040_det.jpg"
"46","A Civil Action","Color","Steven Zaillian",110,115,234,521,"Kathleen Quinlan",3000,56702901,"Drama","Robert Duvall",23302,4713,"Sydney Pollack",1,"1980s|law firm|lawsuit|lawyer|toxic waste","http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1",181,"English","USA","PG-13",6e+07,1998,552,6.5,2.35,1000,2433,120633,"Acción civil","http://ia.media-imdb.com/images/M/MV5BMTIwNTU0NzA3MF5BMl5BanBnXkFtZTcwNDE3NzkxMQ@@._V1._SY314_CR3,0,214,314_.jpg",1998,"civil_action","6.4","66","40","26","60","5.8","13","7","6","53","3.1","3573","53","http://content6.flixster.com/movie/25/60/256024_det.jpg"
"47","A Dog of Flanders","Color","Kevin Brodie",25,100,0,359,"Cheryl Ladd",655,2148212,"Drama|Family","Bruce McGill",781,1906,"Jack Warden",0,"artist|box office flop|dog|drawing|flanders","http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1",20,"English","USA","PG",7e+06,1999,476,6.3,1.85,157,2831,160216,"A Dog of Flanders","http://ia.media-imdb.com/images/M/MV5BMTI5Mzg1NTY1MF5BMl5BanBnXkFtZTcwMzczOTEyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1999,"1094164-dog_of_flanders","4.5","23","4","19","17","0","3","0","3","0","3.7","259","76","http://content7.flixster.com/movie/10/88/37/10883709_det.jpg"
"48","A Farewell to Arms"," Black and White","Frank Borzage",42,79,57,99,"Helen Hayes",998,NA,"Drama|Romance|War","Gary Cooper",3519,1284,"Adolphe Menjou",1,"1910s|ambulance driver|italy|lake|nurse","http://www.imdb.com/title/tt0022879/?ref_=fn_tt_tt_1",46,"English","USA","Unrated",8e+05,1932,164,6.6,1.37,213,976,22879,"Adiós a las armas","http://ia.media-imdb.com/images/M/MV5BMTI4OTI1NjMyN15BMl5BanBnXkFtZTcwNjU2MzcyMQ@@._V1._SX1_SY1_.jpg",1932,"farewell_to_arms","7.6","8","7","1","87","0","0","0","0","0","0","0","0","http://content6.flixster.com/movie/10/90/60/10906004_det.jpg"
"49","A Few Good Men","Color","Rob Reiner",81,138,0,574,"Demi Moore",10000,141340178,"Drama|Thriller","Tom Cruise",181879,14619,"Kevin Pollak",0,"cuba|guantanamo|lance corporal|lawyer|murder","http://www.imdb.com/title/tt0104257/?ref_=fn_tt_tt_1",319,"English","USA","R",4e+07,1992,2000,7.6,2.35,0,2268,104257,"Algunos hombres buenos","http://ia.media-imdb.com/images/M/MV5BMTkzNzE3Njg4Ml5BMl5BanBnXkFtZTYwMjA4NzM5._V1._SY314_CR1,0,214,314_.jpg",1992,"few_good_men","6.8","42","35","7","83","7.5","8","8","0","100","3.6","26934","83","http://content6.flixster.com/movie/28/17/281708_det.jpg"
"50","A Funny Thing Happened on the Way to the Forum","Color","Richard Lester",25,99,44,137,"Zero Mostel",907,NA,"Comedy|Musical","Buster Keaton",6804,1807,"Phil Silvers",0,"based on stage musical|based on stage musical based on stage play|freedom|historical fiction|virgin","http://www.imdb.com/title/tt0060438/?ref_=fn_tt_tt_1",72,"English","USA","Approved",2e+06,1966,164,7,1.85,805,8796,60438,"Golfus de Roma","http://ia.media-imdb.com/images/M/MV5BMTExOTM2ODE3ODFeQTJeQWpwZ15BbWU3MDE2ODA1MjE@._V1._SY314_CR2,0,214,314_.jpg",1966,"funny_thing_happened_on_the_way_to_the_forum","7","17","14","3","82","0","0","0","0","0","0","0","0","http://content6.flixster.com/movie/29/12/291292_det.jpg"
"51","A Good Year","Color","Ridley Scott",147,117,0,567,"Albert Finney",883,7458269,"Comedy|Drama|Romance","Archie Panjabi",70698,3611,"Richard Coyle",1,"based on novel|inheritance|provence|uncle|wine","http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1",196,"English","USA","PG-13",3.5e+07,2006,883,6.9,2.35,9000,49130,401445,"Un buen año","http://ia.media-imdb.com/images/M/MV5BMTIwMjU5MzMzNV5BMl5BanBnXkFtZTcwNTg3MDE0MQ@@._V1._SY314_CR7,0,214,314_.jpg",2006,"good_year","4.8","126","30","96","23","4.8","37","11","26","29","3.3","22634","62","http://content7.flixster.com/movie/31/81/78/3181789_det.jpg"
"52","A Guy Thing","Color","Chris Koch",81,101,13,499,"Lochlyn Munro",651,15408822,"Comedy|Romance","Thomas Lennon",14147,2698,"James Brolin",3,"bachelor party|climbing a tree|taxi|toilet|wedding","http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1",92,"English","USA","PG-13",2e+07,2003,555,5.6,1.85,401,6012,295289,"Cosas de tíos","http://ia.media-imdb.com/images/M/MV5BMTIyMzY3NDUwOV5BMl5BanBnXkFtZTcwMDM1MTQyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2003,"guy_thing","4.1","97","24","73","24","3.8","27","5","22","18","2.8","8292","37","http://content6.flixster.com/movie/26/21/262112_det.jpg"
"53","A Hard Day's Night"," Black and White","Richard Lester",105,87,44,704,"Ringo Starr",785,515005,"Comedy|Musical","Paul McCartney",31429,2538,"George Harrison",1,"boy|concert|drummer|manager|television","http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1",219,"English","UK","Approved",560000,1964,725,7.7,1.75,0,2863,58182,"¡Qué noche la de aquel día!","http://ia.media-imdb.com/images/M/MV5BMjA3MDk0NTE3NV5BMl5BanBnXkFtZTcwOTMwMTMzMQ@@._V1._SY314_CR4,0,214,314_.jpg",1964,"beatles_a_hard_days_night","8.2","72","72","0","100","7.9","22","22","0","100","3.9","9274","87","http://content8.flixster.com/movie/25/09/250902_det.jpg"
"54","A History of Violence","Color","David Cronenberg",441,96,0,882,"Kyle Schmid",10000,31493782,"Crime|Drama|Thriller","Viggo Mortensen",186606,12754,"William Hurt",1,"bar|crotch shot|female full frontal nudity|female pubic hair|robbery","http://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1",1125,"English","USA","R",3.2e+07,2005,917,7.5,1.85,0,37733,399146,"Una historia de violencia","http://ia.media-imdb.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2._V1._SX214_CR0,0,214,314_.jpg",2005,"history_of_violence","7.9","201","175","26","87","8.4","36","34","2","94","3.4","45849","68","http://content9.flixster.com/movie/25/03/250311_det.jpg"
"55","A Home at the End of the World","Color","Michael Mayer",84,97,15,874,"Matt Frewer",18000,1029017,"Drama|Romance","Robin Wright",12049,21107,"Sissy Spacek",2,"hand job|hugging|long hair|new york city|two men one woman","http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1",135,"English","USA","R",6500000,2004,986,6.8,2.35,1000,8667,359423,"Una casa en el fin del mundo","http://ia.media-imdb.com/images/M/MV5BODExMzEzODA0N15BMl5BanBnXkFtZTcwMjQ2ODUyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2004,"home_at_the_end_of_the_world","5.7","111","53","58","47","6.1","32","18","14","56","3.5","3425","66","http://content6.flixster.com/movie/10/88/02/10880228_det.jpg"
"56","A Knight's Tale","Color","Brian Helgeland",167,144,241,996,"Rufus Sewell",13000,56083966,"Action|Adventure|Romance","Heath Ledger",137003,18761,"BÃ©rÃ©nice Bejo",1,"chaucer|jousting|knight|medieval times|tournament","http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1",658,"English","USA","PG-13",6.5e+07,2001,3000,6.9,2.35,0,4299,183790,"Destino de caballero","http://ia.media-imdb.com/images/M/MV5BMTE5OTE4OTE2Nl5BMl5BanBnXkFtZTYwMDkzMTQ3._V1._SX214_CR0,0,214,314_.jpg",2001,"knights_tale","5.8","137","79","58","57","5.7","34","20","14","58","3.5","77647","80","http://content7.flixster.com/movie/10/91/18/10911869_det.jpg"
"57","A League of Their Own"," Black and White","Penny Marshall",41,128,545,251,"Lori Petty",15000,107458785,"Comedy|Drama|Sport","Tom Hanks",71754,16751,"Rosie O'Donnell",3,"baseball|friend|oregon|rivalry|softball","http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1",166,"English","USA","PG",4e+07,1992,923,7.2,2.35,0,3255,104694,"Ellas dan el golpe","http://ia.media-imdb.com/images/M/MV5BMTM1NzQ1OTM3NF5BMl5BanBnXkFtZTcwMDAwMjUyMQ@@._V1._SY314_CR0,0,214,314_.jpg",1992,"for_their_own_good","0","0","0","0","0","0","0","0","0","0","0","0","0","http://content7.flixster.com/movie/10/88/69/10886901_det.jpg"
"58","A Lot Like Love","Color","Nigel Cole",112,107,13,165,"Tyrone Giordano",618,21835784,"Comedy|Drama|Romance","Aimee Garcia",58297,1095,"James Read",3,"flight|hasselblad camera|los angeles california|love|medium format camera","http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1",161,"English","USA","PG-13",3e+07,2005,172,6.6,1.85,0,33145,391304,"El amor es lo que tiene","http://ia.media-imdb.com/images/M/MV5BMTQyMjU1MTYxNl5BMl5BanBnXkFtZTcwMjI2MjgyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2005,"lot_like_love","4.9","123","50","73","40","5","33","12","21","36","3.5","20461","76","http://content9.flixster.com/movie/10/83/95/10839567_det.jpg"
"59","A Low Down Dirty Shame","Color","Keenen Ivory Wayans",8,100,322,534,"Salli Richardson-Whitfield",851,29392418,"Action|Comedy|Crime","Jada Pinkett Smith",3924,3190,"Charles S. Dutton",2,"drugs|ex cop|gun fu|machismo|shootout","http://www.imdb.com/title/tt0110399/?ref_=fn_tt_tt_1",26,"English","USA","R",1e+07,1994,543,5.8,1.85,368,387,110399,"Shame, detective privado","http://ia.media-imdb.com/images/M/MV5BMTk4Mzk0NDU2OF5BMl5BanBnXkFtZTcwODM5NjUyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1994,"low_down_dirty_shame","3.6","20","0","20","0","3.5","6","0","6","0","2.9","3460","58","http://content7.flixster.com/movie/27/42/274201_det.jpg"
"60","A Man Apart","Color","F. Gary Gray",110,109,473,582,"Jeff Kober",14000,26183197,"Action|Crime|Drama|Thriller","Vin Diesel",38348,16611,"Larenz Tate",0,"bust|dea|drug cartel|justice|tragic hero","http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1",135,"English","USA","R",3.6e+07,2003,919,6.1,2.35,0,6280,266465,"Diablo","http://ia.media-imdb.com/images/M/MV5BMTIwMDc5MzgzMl5BMl5BanBnXkFtZTcwMTA2MTQyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2003,"man_apart","4","129","14","115","10","3.9","31","3","28","9","3.4","15785","68","http://content6.flixster.com/movie/27/09/270992_det.jpg"
"61","A Man for All Seasons","Color","Fred Zinnemann",62,120,160,94,"Susannah York",559,NA,"Biography|Drama|History","Robert Shaw",23713,1238,"Paul Scofield",0,"catholic|chancellor|divorce|king henry viii|thomas more","http://www.imdb.com/title/tt0060665/?ref_=fn_tt_tt_1",167,"English","UK","Approved",2e+06,1966,269,7.9,1.66,2000,1949,60665,"Un hombre para la eternidad","http://ia.media-imdb.com/images/M/MV5BMjA4NDM1MDI4OV5BMl5BanBnXkFtZTcwNzAyMTU0MQ@@._V1._SY314_CR2,0,214,314_.jpg",1966,"1013162-man_for_all_seasons","7.8","27","23","4","85","0","4","3","1","75","4","2887","86","http://content6.flixster.com/movie/25/08/250892_det.jpg"
"62","A Mighty Heart","Color","Michael Winterbottom",190,108,187,254,"Archie Panjabi",11000,9172810,"Biography|Drama|History|Thriller|War","Angelina Jolie Pitt",24150,12178,"Dan Futterman",0,"fbi|journalist|missing|pakistan|reporter","http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1",118,"English","USA","R",1.6e+07,2007,883,6.7,2.35,923,53921,829459,"Un corazón invencible","http://ia.media-imdb.com/images/M/MV5BMTI0NjEzNzk3OV5BMl5BanBnXkFtZTcwOTYxMTI1MQ@@._V1._SY314_CR3,0,214,314_.jpg",2007,"mighty_heart","7","188","147","41","78","7.2","44","37","7","84","3.5","55538","70","http://content6.flixster.com/movie/70/42/07/7042076_det.jpg"
"63","A Mighty Wind","Color","Christopher Guest",97,91,378,345,"Christopher Guest",658,17508936,"Comedy|Music","Michael McKean",22408,1660,"Laura Harris",0,"concert|mockumentary|musician|new york city|singer","http://www.imdb.com/title/tt0310281/?ref_=fn_tt_tt_1",272,"English","USA","PG-13",NA,2003,378,7.3,1.85,0,6296,310281,"A Mighty Wind","http://ia.media-imdb.com/images/M/MV5BMTIzMjQ2ODAyNV5BMl5BanBnXkFtZTcwMDYzMjAwMQ@@._V1._SX214_CR0,0,214,314_.jpg",2003,"mighty_wind","7.4","171","150","21","87","7.4","38","33","5","86","3.6","7120","81","http://content8.flixster.com/movie/10/90/73/10907326_det.jpg"
"64","A Night at the Roxbury","Color","John Fortenberry",63,82,12,281,"Chris Kattan",8000,30324946,"Comedy|Music|Romance","Will Ferrell",48458,9271,"Dan Hedaya",2,"1990s|bar|car accident|nightclub|whipped cream","http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1",239,"English","USA","PG-13",1.7e+07,1998,357,6.2,1.85,0,2296,120770,"Movida en el Roxbury","http://ia.media-imdb.com/images/M/MV5BMTcyMDAzMDU0NV5BMl5BanBnXkFtZTcwMjI0OTM1MQ@@._V1._SY314_CR3,0,214,314_.jpg",1998,"night_at_the_roxbury","3.4","54","6","48","11","2.6","11","0","11","0","3.1","27913","67","http://content7.flixster.com/movie/25/48/254893_det.jpg"
"65","A Nightmare on Elm Street","Color","Wes Craven",256,101,0,574,"Lin Shaye",40000,26505000,"Horror","Johnny Depp",149285,42918,"Amanda Wyss",1,"freddy krueger|lucid dream|serial killer|slasher|sleep deprivation","http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1",668,"English","USA","X",1800000,1984,852,7.5,1.85,10000,1347,87800,"Pesadilla en Elm Street","http://ia.media-imdb.com/images/M/MV5BMTMxOTk4NjMzOV5BMl5BanBnXkFtZTcwOTQ3NDAzMg@@._V1._SX214_CR0,0,214,314_.jpg",1984,"nightmare_on_elm_street","7.7","40","38","2","95","0","4","4","0","100","3.5","57452","78","http://content7.flixster.com/movie/11/12/18/11121889_det.jpg"
"66","A Nightmare on Elm Street 3: Dream Warriors","Color","Chuck Russell",131,88,55,150,"Heather Langenkamp",506,44793200,"Action|Fantasy|Horror|Thriller","John Saxon",49820,1584,"Jennifer Rubin",0,"dream|freddy krueger|killer|nightmare|springwood ohio","http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1",311,"English","USA","X",4500000,1987,449,6.6,1.85,0,1970,93629,"Pesadilla en Elm Street 3","http://ia.media-imdb.com/images/M/MV5BMjExNjc0NjI4M15BMl5BanBnXkFtZTcwMzkyMjUxMQ@@._V1._SY314_CR7,0,214,314_.jpg",1987,"nightmare_on_elm_street_3_a_dream_warriors","5.9","31","22","9","70","0","4","1","3","25","3.1","21954","68","http://content8.flixster.com/movie/10/95/40/10954014_det.jpg"
"67","A Nightmare on Elm Street 4: The Dream Master","Color","Renny Harlin",102,99,212,54,"Rodney Eastman",130,49369900,"Fantasy|Horror|Thriller","Tuesday Knight",36108,450,"Brooke Bundy",0,"demon|dream|elm street|freddy krueger|nightmare","http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1",260,"English","USA","R",7e+06,1988,125,5.7,1.85,0,1971,95742,"Pesadilla en Elm Street 4","http://ia.media-imdb.com/images/M/MV5BODMxODAzMDU2MV5BMl5BanBnXkFtZTcwMzIzMzAyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1988,"nightmare_on_elm_street_4_the_dream_master","5.3","25","14","11","56","0","4","2","2","50","3","19043","60","http://content6.flixster.com/movie/10/95/40/10954012_det.jpg"
"68","A Passage to India","Color","David Lean",52,164,767,162,"Judy Davis",358,26400000,"Adventure|Drama|History","Richard Wilson",12980,1334,"Art Malik",0,"doctor|english|india|magistrate|mosque","http://www.imdb.com/title/tt0087892/?ref_=fn_tt_tt_1",89,"English","UK","PG",1.6e+07,1984,223,7.4,1.85,845,7087,87892,"Pasaje a la India","http://ia.media-imdb.com/images/M/MV5BMTUwMjIyOTQ2NV5BMl5BanBnXkFtZTcwMTI5MzM3MQ@@._V1._SY314_CR18,0,214,314_.jpg",1984,"passage_to_india","7.3","20","17","3","85","0","4","3","1","75","3.6","1652","74","http://content9.flixster.com/movie/25/79/257991_det.jpg"
"69","A Perfect Getaway","Color","David Twohy",160,108,123,690,"Milla Jovovich",26000,15483540,"Adventure|Mystery|Thriller","Chris Hemsworth",56338,41359,"Marley Shelton",4,"cliff|hawaii|island|newlywed|waterfall","http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1",215,"English","USA","R",1.4e+07,2009,14000,6.5,2.35,4000,459,971209,"Una escapada perfecta","http://ia.media-imdb.com/images/M/MV5BMjA3NzcxNzAwOV5BMl5BanBnXkFtZTcwNTgyNDU2Mg@@._V1._SX214_CR0,0,214,314_.jpg",2009,"a_perfect_getaway","5.8","124","76","48","61","5.9","29","18","11","62","3.2","102622","50","http://content7.flixster.com/movie/10/91/93/10919317_det.jpg"
"70","A Prairie Home Companion","Color","Robert Altman",211,105,500,718,"Virginia Madsen",11000,20338609,"Comedy|Drama|Music","Meryl Streep",19655,12946,"Lily Tomlin",8,"backstage|country music|cowboy|radio|singing","http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1",280,"English","USA","PG-13",1e+07,2006,912,6.8,2.35,683,45028,420087,"El último show","http://ia.media-imdb.com/images/M/MV5BMTYwOTgzMTA3NF5BMl5BanBnXkFtZTcwMjYxMDMzMQ@@._V1._SX214_CR0,0,214,314_.jpg",2006,"prairie_home_companion","7.1","188","153","35","81","6.7","39","28","11","71","3","24547","49","http://content8.flixster.com/movie/78/59/785962_det.jpg"
"71","A Room with a View","Color","James Ivory",55,117,133,249,"Rupert Graves",687,20966644,"Drama|Romance","Julian Sands",29610,1665,"Denholm Elliott",0,"male nudity|male pubic hair|nude bathing|piano|pubic hair","http://www.imdb.com/title/tt0091867/?ref_=fn_tt_tt_1",94,"English","UK","Unrated",3e+06,1985,443,7.4,1.66,0,1296,91867,"Una habitación con vistas","http://ia.media-imdb.com/images/M/MV5BMTg2OTI1MTAyMF5BMl5BanBnXkFtZTYwMjgzODg4._V1._SY314_CR8,0,214,314_.jpg",1985,"1017864-room_with_a_view","8.6","21","21","0","100","0","2","2","0","100","3.9","6394","85","http://content6.flixster.com/movie/28/87/288792_det.jpg"
